일자,자치구,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-12-28,양천구,-2.2,-5.0,1.3,0.0,0.0174,0.0231,0.38,0.0029,31.0,16.0
2024-12-29,양천구,1.9,-2.6,4.4,0.0,0.0292,0.0176,0.47,0.0028,23.0,15.0
2024-12-30,양천구,6.3,3.1,10.4,0.0,0.0305,0.0211,0.53,0.003,54.0,34.0
2024-12-31,양천구,1.3,-0.7,5.8,0.0,0.02,0.024,0.41,0.003,52.0,19.0
2024-01-01,도봉구,2.2,-2.4,6.9,0.0,0.027,0.0169,0.88,0.0029,18.0,16.0
2024-01-02,도봉구,2.3,0.6,4.9,0.0,0.013,0.0336,0.53,0.0027,32.0,25.0
2024-01-03,도봉구,1.2,-2.1,3.7,0.5,0.0254,0.021,0.65,0.0027,36.0,27.0
2024-01-04,도봉구,-0.4,-5.1,4.1,0.0,0.0359,0.0132,0.86,0.0029,50.0,38.0
2024-01-05,도봉구,3.7,-0.5,10.6,0.0,0.0363,0.022,0.95,0.0033,77.0,59.0
2024-01-06,도봉구,0.6,-4.3,6.7,0.0,0.0127,0.0324,0.48,0.0029,19.0,13.0
2024-01-07,도봉구,-4.1,-8.1,-0.7,0.0,0.0061,0.0324,0.48,0.0029,20.0,14.0
2024-01-08,도봉구,-5.1,-11.1,2.3,0.0,0.024,0.0166,0.54,0.0026,20.0,13.0
2024-01-09,도봉구,-1.2,-2.6,0.4,0.5,0.0432,0.0035,0.77,0.0026,29.0,22.0
2024-01-10,도봉구,-2.0,-6.4,6.4,0.0,0.0356,0.0104,0.9,0.0029,65.0,56.0
2024-01-11,도봉구,1.5,-4.4,4.7,0.0,0.0372,0.014,0.61,0.0031,62.0,51.0
2024-01-12,도봉구,0.4,-3.2,5.4,0.0,0.0138,0.0343,0.36,0.0033,55.0,37.0
2024-01-13,도봉구,-1.3,-6.1,8.2,0.0,0.0277,0.0195,0.32,0.0031,21.0,12.0
2024-01-14,도봉구,-1.7,-4.7,1.9,2.0,0.0372,0.0106,0.64,0.0027,30.0,24.0
2024-01-15,도봉구,-3.4,-8.4,4.7,0.0,0.0123,0.0318,0.24,0.003,17.0,10.0
2024-01-16,도봉구,-3.2,-9.1,6.7,0.0,0.0324,0.0168,0.42,0.003,26.0,18.0
2024-01-17,도봉구,-0.3,-5.0,1.6,2.5,0.0496,0.0037,0.83,0.0029,39.0,31.0
2024-01-18,도봉구,3.8,0.0,12.3,0.0,0.0264,0.0184,0.51,0.0029,26.0,23.0
2024-01-19,도봉구,4.8,0.2,11.1,0.0,0.017,0.0309,0.39,0.0028,14.0,9.0
2024-01-20,도봉구,3.6,1.7,5.6,0.5,0.007,0.0376,0.28,0.0026,3.0,2.0
2024-01-21,도봉구,,,,0.0,0.0078,0.0328,0.35,0.0026,6.0,6.0
2024-01-22,도봉구,-8.2,-12.0,-2.1,0.0,0.0056,0.035,0.36,0.0024,28.0,21.0
2024-01-23,도봉구,-11.5,-14.1,-7.3,0.0,0.0047,0.036,0.34,0.0024,21.0,13.0
2024-01-24,도봉구,-7.6,-11.7,-1.0,0.0,0.0054,0.037,0.37,0.0024,20.0,12.0
2024-01-25,도봉구,-5.3,-11.8,2.9,0.0,0.0153,0.0297,0.41,0.0026,21.0,12.0
2024-01-26,도봉구,-3.0,-9.5,6.4,0.0,0.0305,0.0222,0.6,0.0027,34.0,23.0
2024-01-27,도봉구,-1.6,-7.2,6.0,0.0,0.0319,0.0251,0.76,0.003,49.0,39.0
2024-01-28,도봉구,-2.3,-6.7,4.8,0.0,0.0202,0.0314,0.59,0.0027,34.0,28.0
2024-01-29,도봉구,-1.5,-7.5,6.8,0.0,0.0316,0.0245,0.72,0.003,40.0,32.0
2024-01-30,도봉구,-0.6,-6.7,10.1,0.0,0.0382,0.0202,0.76,0.0031,50.0,39.0
2024-01-31,도봉구,3.4,-3.1,13.7,0.0,0.0384,0.024,0.7,0.0036,54.0,40.0
2024-02-01,도봉구,2.1,-3.1,9.9,0.0,0.0222,0.0357,0.78,0.0039,83.0,63.0
2024-02-02,도봉구,3.0,-1.2,10.4,0.0,0.0244,0.0246,0.5,0.0031,32.0,25.0
2024-02-03,도봉구,3.4,-2.8,8.9,0.0,0.0271,0.0199,0.56,0.0031,32.0,25.0
2024-02-04,도봉구,6.5,1.7,12.9,0.0,0.0189,0.0264,0.52,0.003,22.0,18.0
2024-02-05,도봉구,3.5,0.3,6.2,3.0,0.0081,0.0392,0.39,0.0027,6.0,4.0
2024-02-06,도봉구,1.3,-0.2,3.6,1.0,0.017,0.0284,0.47,0.0028,13.0,11.0
2024-02-07,도봉구,0.5,-3.0,3.9,0.0,0.0127,0.0321,0.51,0.0028,24.0,20.0
2024-02-08,도봉구,0.0,-5.4,8.4,0.0,0.0281,0.0246,0.65,0.0031,35.0,29.0
2024-02-09,도봉구,-0.2,-5.1,6.8,0.0,,,,,,
2024-02-10,도봉구,0.7,-3.4,7.7,0.0,,,,,,
2024-02-11,도봉구,-0.1,-5.4,5.7,0.0,0.018,0.0387,0.68,0.0031,55.0,48.0
2024-02-12,도봉구,1.9,-5.2,12.3,0.0,0.0303,0.0264,0.74,0.0033,55.0,45.0
2024-02-13,도봉구,6.8,-0.9,14.9,0.0,0.0346,0.0292,0.81,0.0035,62.0,44.0
2024-02-14,도봉구,12.8,6.6,19.4,0.0,0.0345,0.0238,0.76,0.0039,43.0,29.0
2024-02-15,도봉구,5.1,-0.1,13.0,10.0,0.0097,0.038,0.5,0.0033,18.0,14.0
2024-02-16,도봉구,1.8,-2.7,9.9,0.0,0.0223,0.0227,0.57,0.0031,25.0,18.0
2024-02-17,도봉구,3.3,-3.3,13.7,0.0,0.0347,0.0191,0.69,0.0032,44.0,35.0
2024-02-18,도봉구,5.3,-1.5,9.8,16.5,0.0296,0.0177,0.73,0.0031,37.0,31.0
2024-02-19,도봉구,9.4,5.2,12.1,10.0,0.028,0.015,0.87,0.0035,10.0,8.0
2024-02-20,도봉구,5.0,3.8,7.4,0.0,0.0158,0.0217,0.59,0.0031,29.0,19.0
2024-02-21,도봉구,2.2,0.5,4.6,16.0,0.0143,0.0301,0.39,0.0027,4.0,2.0
2024-02-22,도봉구,0.6,-0.5,2.3,4.0,0.0114,0.0347,0.32,0.0026,5.0,4.0
2024-02-23,도봉구,2.2,-1.7,9.1,0.0,0.0123,0.0359,0.3,0.0026,9.0,5.0
2024-02-24,도봉구,2.3,-2.8,7.6,2.0,0.0087,0.0392,0.25,0.0026,12.0,7.0
2024-02-25,도봉구,2.8,-0.7,7.1,1.5,0.0104,0.0336,0.42,0.0028,11.0,10.0
2024-02-26,도봉구,3.4,-2.2,11.4,0.0,0.022,0.027,0.53,0.0031,28.0,19.0
2024-02-27,도봉구,4.0,-1.5,11.3,0.0,0.015,0.0355,0.36,0.0027,14.0,9.0
2024-02-28,도봉구,6.2,1.6,10.7,0.0,0.0219,0.0336,0.44,0.0033,34.0,20.0
2024-02-29,도봉구,4.6,0.5,10.5,0.0,0.0207,0.0304,0.66,0.0035,56.0,39.0
2024-03-01,도봉구,-3.6,-7.5,0.5,0.0,0.0039,0.0444,0.49,0.0028,37.0,12.0
2024-03-02,도봉구,-0.5,-9.1,4.8,0.0,0.0146,0.0365,0.62,0.0027,33.0,15.0
2024-03-03,도봉구,4.0,-1.7,8.8,0.0,0.0123,0.0481,0.85,0.0031,112.0,63.0
2024-03-04,도봉구,4.4,-3.8,13.9,0.0,0.03,0.0288,0.81,0.0033,59.0,32.0
2024-03-05,도봉구,7.2,3.1,12.1,0.0,0.0259,0.0313,0.78,0.0032,43.0,23.0
2024-03-06,도봉구,5.4,0.7,10.8,0.0,0.014,0.0377,0.56,0.0028,13.0,9.0
2024-03-07,도봉구,3.2,0.5,7.3,1.5,0.0146,0.0381,0.39,0.0029,26.0,17.0
2024-03-08,도봉구,2.5,-2.9,7.4,0.0,0.0084,0.0467,0.39,0.0032,42.0,20.0
2024-03-09,도봉구,1.5,-4.7,8.3,0.0,0.0107,0.0418,0.39,0.0029,31.0,17.0
2024-03-10,도봉구,3.2,-4.1,11.5,0.0,0.0218,0.0337,0.48,0.003,28.0,18.0
2024-03-11,도봉구,5.3,0.0,12.1,0.0,0.03,0.0294,0.53,0.0033,34.0,24.0
2024-03-12,도봉구,6.1,2.0,10.1,0.0,0.027,0.0293,0.58,0.0032,34.0,25.0
2024-03-13,도봉구,5.9,-1.6,13.3,0.0,0.02,0.0469,0.56,0.0038,42.0,26.0
2024-03-14,도봉구,7.5,0.4,16.8,0.0,0.0275,0.0441,0.61,0.0036,61.0,39.0
2024-03-15,도봉구,8.9,1.7,18.1,0.0,0.0259,0.0435,0.58,0.0035,56.0,39.0
2024-03-16,도봉구,10.6,2.4,19.0,0.0,0.0204,0.0462,0.59,0.0035,58.0,40.0
2024-03-17,도봉구,9.6,5.2,14.0,0.0,0.0087,0.0505,0.44,0.0031,112.0,20.0
2024-03-18,도봉구,7.0,-1.1,14.2,0.0,0.0139,0.0401,0.41,0.0028,21.0,7.0
2024-03-19,도봉구,7.0,3.3,10.9,0.0,0.0149,0.045,0.49,0.0028,55.0,27.0
2024-03-20,도봉구,4.8,1.5,9.4,0.0,0.0073,0.0469,0.39,0.0028,41.0,24.0
2024-03-21,도봉구,4.7,-3.0,12.7,0.0,0.0189,0.0426,0.35,0.0031,37.0,22.0
2024-03-22,도봉구,9.9,0.8,15.4,7.5,0.0248,0.0373,0.41,0.0032,41.0,21.0
2024-03-23,도봉구,13.3,7.6,22.1,0.0,0.012,0.0564,0.39,0.0034,51.0,25.0
2024-03-24,도봉구,14.5,6.6,25.0,0.0,0.0127,0.045,0.37,0.0033,28.0,14.0
2024-03-25,도봉구,10.5,7.2,13.5,5.0,0.0153,0.0384,0.36,0.0031,18.0,9.0
2024-03-26,도봉구,7.0,2.7,13.7,13.5,0.01,0.0424,0.32,0.003,6.0,4.0
2024-03-27,도봉구,9.9,2.5,17.3,0.0,0.0227,0.0297,0.48,0.0034,26.0,17.0
2024-03-28,도봉구,9.9,7.2,11.9,1.5,0.0248,0.0231,0.49,0.0031,22.0,18.0
2024-03-29,도봉구,7.2,2.8,13.2,3.5,0.018,0.0356,0.45,0.0028,276.0,50.0
2024-03-30,도봉구,8.1,1.0,16.8,0.0,0.0169,0.0397,0.41,0.0028,87.0,22.0
2024-03-31,도봉구,10.0,0.6,20.5,0.0,0.0104,0.044,0.34,0.0027,43.0,11.0
2024-04-01,도봉구,11.7,3.3,20.2,0.0,0.0157,0.0472,0.34,0.0029,45.0,14.0
2024-04-02,도봉구,14.4,4.2,25.4,0.0,0.0255,0.0484,0.43,0.0033,51.0,26.0
2024-04-03,도봉구,15.6,11.0,20.7,0.0,0.0299,0.0328,0.53,0.0034,43.0,23.0
2024-04-04,도봉구,15.2,11.2,20.8,0.0,0.0138,0.0479,0.42,0.0032,33.0,16.0
2024-04-05,도봉구,14.1,9.5,19.2,0.0,0.0139,0.0508,0.41,0.0032,40.0,20.0
2024-04-06,도봉구,12.4,6.4,19.5,0.0,0.0208,0.0488,0.52,0.0033,55.0,33.0
2024-04-07,도봉구,14.4,5.4,24.1,0.0,0.0196,0.0575,0.51,0.0033,50.0,31.0
2024-04-08,도봉구,15.9,8.5,24.0,0.0,0.0249,0.0488,0.51,0.0031,53.0,26.0
2024-04-09,도봉구,14.5,8.7,22.8,0.0,0.01,0.0524,0.37,0.0029,39.0,16.0
2024-04-10,도봉구,13.5,8.0,18.9,0.0,0.0105,0.0515,0.4,0.0029,37.0,16.0
2024-04-11,도봉구,15.0,11.1,22.9,0.0,0.0175,0.0465,0.5,0.0034,48.0,20.0
2024-04-12,도봉구,17.0,9.9,25.0,0.0,0.0197,0.0449,0.53,0.0036,47.0,24.0
2024-04-13,도봉구,18.9,9.4,28.5,0.0,0.0131,0.0495,0.43,0.0033,39.0,16.0
2024-04-14,도봉구,20.2,11.7,29.8,0.0,0.0132,0.0565,0.51,0.0037,46.0,19.0
2024-04-15,도봉구,15.4,12.1,18.4,19.0,0.015,0.0368,0.52,0.0038,19.0,12.0
2024-04-16,도봉구,13.8,10.9,18.2,0.5,0.0139,0.0413,0.57,0.0032,80.0,28.0
2024-04-17,도봉구,14.7,8.2,22.0,0.0,0.0168,0.0337,0.59,0.0032,130.0,40.0
2024-04-18,도봉구,16.7,9.1,25.9,0.0,0.0207,0.0222,0.61,0.0033,114.0,31.0
2024-04-19,도봉구,17.3,10.0,24.9,0.0,0.0179,0.092,0.51,0.0046,89.0,32.0
2024-04-20,도봉구,14.8,13.1,17.1,5.5,0.0144,0.0479,0.48,0.003,61.0,31.0
2024-04-21,도봉구,16.8,12.9,20.6,0.0,0.0055,0.0489,0.3,0.0028,15.0,7.0
2024-04-22,도봉구,18.1,13.7,24.2,0.0,0.0078,0.054,0.28,0.0028,28.0,15.0
2024-04-23,도봉구,16.8,11.1,22.9,0.0,0.0078,0.0497,0.28,0.0027,20.0,9.0
2024-04-24,도봉구,13.4,10.8,16.3,10.0,0.0065,0.0368,0.28,0.0027,9.0,4.0
2024-04-25,도봉구,14.5,10.5,21.4,0.0,0.0135,0.0487,0.4,0.0028,30.0,19.0
2024-04-26,도봉구,17.3,10.0,26.2,0.0,0.0169,0.0504,0.43,0.003,62.0,25.0
2024-04-27,도봉구,17.8,9.3,26.9,0.0,0.0133,0.0533,0.39,0.0031,49.0,15.0
2024-04-28,도봉구,19.5,11.4,28.3,0.0,0.0129,0.0594,0.45,0.0032,35.0,18.0
2024-04-29,도봉구,20.0,14.4,25.5,0.0,0.0106,0.0578,0.37,0.0031,43.0,19.0
2024-04-30,도봉구,18.6,16.2,22.7,0.0,0.0156,0.0524,0.55,0.0041,60.0,35.0
2024-05-01,도봉구,17.9,14.0,23.6,0.0,0.0069,0.0534,0.33,0.0029,24.0,12.0
2024-05-02,도봉구,17.5,11.6,23.8,0.0,0.0173,0.0345,0.41,0.003,33.0,19.0
2024-05-03,도봉구,18.8,9.7,27.9,0.0,0.014,0.0785,0.46,0.0038,56.0,26.0
2024-05-04,도봉구,20.5,12.3,28.3,0.0,0.0183,0.0691,0.55,0.0041,56.0,33.0
2024-05-05,도봉구,17.7,16.2,20.3,71.0,0.009,0.0342,0.49,0.003,20.0,15.0
2024-05-06,도봉구,14.4,13.9,16.2,10.0,0.0075,0.0424,0.47,0.0027,10.0,6.0
2024-05-07,도봉구,13.3,11.1,15.2,0.5,0.008,0.0333,0.42,0.0028,21.0,14.0
2024-05-08,도봉구,14.2,7.4,21.2,0.0,0.0076,0.0355,0.33,0.0028,19.0,8.0
2024-05-09,도봉구,15.5,9.5,21.3,0.0,0.013,0.0429,0.42,0.0033,29.0,14.0
2024-05-10,도봉구,17.2,11.7,23.7,0.0,0.0134,0.0484,0.43,0.0033,32.0,16.0
2024-05-11,도봉구,,14.5,22.0,24.5,0.0098,0.0395,0.4,0.0031,21.0,8.0
2024-05-13,도봉구,,,,0.0,0.0097,0.046,0.38,0.0032,26.0,12.0
2024-05-14,도봉구,17.4,10.7,24.1,0.0,0.0144,0.0489,0.37,0.0035,24.0,12.0
2024-05-15,도봉구,12.0,7.3,17.9,24.5,0.0108,0.0399,0.34,0.0031,19.0,8.0
2024-05-16,도봉구,13.0,7.4,19.1,0.0,0.007,0.0407,0.28,0.0033,12.0,5.0
2024-05-17,도봉구,17.1,9.2,24.1,0.0,0.0172,0.0501,0.48,0.0036,42.0,22.0
2024-05-18,도봉구,20.0,15.0,25.9,0.0,0.0093,0.0471,0.39,0.0034,26.0,11.0
2024-05-19,도봉구,20.6,14.9,27.2,0.0,0.0057,0.0454,0.36,0.0033,21.0,8.0
2024-05-20,도봉구,19.5,17.1,22.2,0.0,0.0079,0.0377,0.37,0.0038,28.0,15.0
2024-05-21,도봉구,21.3,16.1,27.1,0.0,0.0103,0.0472,0.43,0.003,37.0,25.0
2024-05-22,도봉구,20.6,16.8,25.5,0.0,0.0121,0.0569,0.51,0.0033,50.0,37.0
2024-05-23,도봉구,20.1,14.8,26.0,0.0,0.0117,0.0456,0.39,0.0031,30.0,17.0
2024-05-24,도봉구,19.7,16.3,23.3,0.0,0.0089,0.0314,0.41,0.0028,33.0,22.0
2024-05-25,도봉구,20.4,17.4,23.7,0.0,0.0098,0.0396,0.41,0.0029,31.0,17.0
2024-05-26,도봉구,19.7,17.3,23.3,13.5,0.0079,0.042,0.42,0.0029,22.0,12.0
2024-05-27,도봉구,18.4,15.0,22.2,0.0,0.0052,0.0496,0.35,0.0029,24.0,7.0
2024-05-28,도봉구,19.1,13.5,24.9,0.0,0.0075,0.0405,0.31,0.0031,14.0,6.0
2024-05-29,도봉구,19.7,13.6,26.3,0.0,0.0167,0.038,0.38,0.0035,23.0,10.0
2024-05-30,도봉구,19.0,14.2,22.8,0.0,0.0169,0.0465,0.36,0.0035,19.0,10.0
2024-05-31,도봉구,19.8,15.1,24.7,0.0,0.0106,0.0605,0.34,0.0036,23.0,12.0
2024-06-01,도봉구,20.7,17.9,24.7,0.0,0.0046,0.0569,0.3,0.0032,25.0,11.0
2024-06-02,도봉구,20.1,15.2,25.3,0.0,0.0051,0.0585,0.27,0.0035,20.0,8.0
2024-06-03,도봉구,20.3,14.4,27.6,0.0,0.0087,0.0426,0.25,0.0032,13.0,6.0
2024-06-04,도봉구,21.4,13.4,28.7,0.0,0.0085,0.0452,0.21,0.0034,16.0,6.0
2024-06-05,도봉구,22.6,16.2,29.0,0.0,0.0143,0.0588,0.34,0.0035,32.0,17.0
2024-06-06,도봉구,23.3,18.4,29.5,0.0,0.012,0.0758,0.35,0.0027,34.0,23.0
2024-06-07,도봉구,22.5,17.6,27.0,0.0,0.0136,0.0681,0.33,0.0027,30.0,19.0
2024-06-08,도봉구,19.0,17.4,22.4,18.0,0.0099,0.0428,0.36,0.002,19.0,17.0
2024-06-09,도봉구,21.7,16.2,27.9,0.0,0.0086,0.0581,0.37,0.0025,24.0,17.0
2024-06-10,도봉구,23.6,17.4,29.7,0.0,0.0129,0.079,0.47,0.0027,42.0,26.0
2024-06-11,도봉구,25.1,20.9,30.7,0.0,0.0102,0.1029,0.48,0.0021,60.0,37.0
2024-06-12,도봉구,23.6,17.8,30.7,0.0,0.0129,0.0727,0.33,0.0022,29.0,17.0
2024-06-13,도봉구,24.7,18.4,31.8,0.0,0.0118,0.0621,0.28,0.002,26.0,14.0
2024-06-14,도봉구,25.0,19.4,31.4,0.0,0.0144,0.0609,0.29,0.0029,30.0,17.0
2024-06-15,도봉구,24.1,21.5,27.5,1.0,0.0062,0.0424,0.26,0.002,20.0,17.0
2024-06-16,도봉구,23.8,19.0,28.9,0.0,0.0053,0.0633,0.27,0.0018,17.0,11.0
2024-06-17,도봉구,23.8,17.1,29.4,0.0,0.0122,0.0641,0.23,0.0025,16.0,10.0
2024-06-18,도봉구,25.1,18.9,32.3,0.0,0.0147,0.0636,0.27,0.0027,24.0,14.0
2024-06-19,도봉구,27.2,20.0,34.4,0.0,0.014,0.0906,0.35,0.0024,36.0,23.0
2024-06-20,도봉구,27.7,21.9,33.8,0.0,0.014,0.0906,0.38,0.0029,38.0,27.0
2024-06-21,도봉구,26.8,21.5,32.6,0.0,0.0165,0.0797,0.31,0.0034,35.0,21.0
2024-06-22,도봉구,24.0,23.1,26.4,14.5,0.0126,0.0449,0.37,0.0023,27.0,21.0
2024-06-23,도봉구,24.8,21.9,29.1,14.0,0.0047,0.0435,0.29,0.0013,13.0,9.0
2024-06-24,도봉구,23.7,21.0,27.5,0.0,0.0067,0.065,0.31,0.0013,60.0,23.0
2024-06-25,도봉구,22.4,19.1,26.6,0.0,0.0071,0.0599,0.22,0.002,16.0,9.0
2024-06-26,도봉구,24.0,17.6,30.4,0.0,0.0095,0.0574,0.3,0.0026,21.0,12.0
2024-06-27,도봉구,24.8,18.8,30.2,0.0,0.0128,0.0665,0.31,0.0028,25.0,15.0
2024-06-28,도봉구,25.6,19.5,32.1,0.0,0.0144,0.0917,0.35,0.003,34.0,22.0
2024-06-29,도봉구,25.8,20.3,31.3,42.5,0.0124,0.0725,0.35,0.0027,25.0,19.0
2024-06-30,도봉구,24.0,22.6,25.9,36.5,0.0092,0.0491,0.34,0.002,16.0,10.0
2024-07-01,도봉구,25.5,21.5,29.8,0.0,0.0097,0.0651,0.31,0.0018,19.0,13.0
2024-07-02,도봉구,22.7,22.0,24.4,65.5,0.013,0.0296,0.34,0.0019,14.0,8.0
2024-07-03,도봉구,24.6,23.3,25.8,1.0,0.0094,0.0623,0.37,0.0017,19.0,12.0
2024-07-04,도봉구,26.4,23.2,29.9,3.0,0.0106,0.0833,0.45,0.0017,34.0,28.0
2024-07-05,도봉구,23.9,21.9,26.4,4.5,0.0094,0.067,0.37,0.0016,14.0,10.0
2024-07-06,도봉구,24.5,21.8,28.5,5.0,0.0108,0.0431,0.38,0.0016,24.0,16.0
2024-07-07,도봉구,24.4,21.3,27.1,5.5,0.0095,0.058,0.38,0.0016,19.0,14.0
2024-07-08,도봉구,24.0,22.8,24.8,19.5,0.0114,0.0355,0.28,0.0016,8.0,4.0
2024-07-09,도봉구,24.3,22.6,26.3,0.5,0.013,0.0308,0.29,0.002,13.0,7.0
2024-07-10,도봉구,26.1,22.8,29.7,0.0,0.0079,0.0459,0.22,0.002,8.0,3.0
2024-07-11,도봉구,25.8,23.2,28.9,0.0,0.0136,0.0567,0.37,0.0022,28.0,24.0
2024-07-12,도봉구,25.3,21.6,29.5,0.0,0.0117,0.0541,0.37,0.0021,32.0,24.0
2024-07-13,도봉구,27.4,23.1,32.3,0.0,0.0106,0.0605,0.41,0.0022,41.0,35.0
2024-07-14,도봉구,27.7,24.5,31.1,0.0,0.0072,0.0531,0.29,0.0022,27.0,22.0
2024-07-15,도봉구,27.8,23.5,30.7,0.0,0.0076,0.046,0.16,0.0022,7.0,3.0
2024-07-16,도봉구,26.8,24.7,30.2,15.5,0.01,0.0368,0.21,0.0022,7.0,4.0
2024-07-17,도봉구,24.5,23.4,25.9,89.5,0.011,0.0215,0.17,0.002,5.0,2.0
2024-07-18,도봉구,24.2,23.2,25.1,130.5,0.0117,0.0256,0.16,0.0019,6.0,3.0
2024-07-19,도봉구,26.2,23.9,30.0,1.0,0.0106,0.0496,0.27,0.002,18.0,14.0
2024-07-20,도봉구,26.8,24.8,29.9,21.0,0.0093,0.0435,0.27,0.002,12.0,8.0
2024-07-21,도봉구,26.5,22.6,29.5,22.0,0.0065,0.0568,0.22,0.0021,13.0,7.0
2024-07-22,도봉구,26.2,24.1,27.8,48.5,0.0098,0.0203,0.23,0.0019,8.0,4.0
2024-07-23,도봉구,26.4,25.5,26.9,,0.0079,0.026,0.17,0.0018,7.0,4.0
2024-07-24,도봉구,27.4,25.5,30.3,17.0,0.0089,0.0174,0.18,0.0018,9.0,3.0
2024-07-25,도봉구,28.2,25.4,31.2,19.0,0.0088,0.0277,0.27,0.002,15.0,8.0
2024-07-26,도봉구,27.3,24.9,31.9,29.5,0.0073,0.0208,0.32,0.0019,11.0,7.0
2024-07-27,도봉구,27.6,26.4,30.1,51.0,0.0078,0.0153,0.36,0.0017,10.0,5.0
2024-07-28,도봉구,28.6,26.5,31.4,0.0,0.0038,0.0151,0.29,0.0017,12.0,5.0
2024-07-29,도봉구,27.5,26.8,28.3,1.0,0.0034,0.0233,0.25,0.0017,16.0,6.0
2024-07-30,도봉구,28.4,26.8,31.3,0.0,0.0038,0.049,0.27,0.0017,18.0,11.0
2024-07-31,도봉구,28.8,26.2,32.0,0.0,0.005,0.0303,0.24,0.0019,11.0,6.0
2024-08-01,도봉구,29.4,27.3,32.2,0.0,0.0045,0.0331,0.25,0.0019,13.0,6.0
2024-08-02,도봉구,29.0,27.6,31.7,2.5,0.0044,0.0416,0.27,0.0018,19.0,12.0
2024-08-03,도봉구,30.0,27.3,33.4,0.0,0.0016,0.0646,0.32,0.0018,24.0,19.0
2024-08-04,도봉구,30.1,26.6,34.0,0.0,0.0034,0.0631,0.36,0.0018,24.0,18.0
2024-08-05,도봉구,28.4,26.1,32.1,24.5,0.0053,0.0515,0.35,0.0017,20.0,18.0
2024-08-06,도봉구,27.9,24.9,31.5,0.5,0.0075,0.0464,0.3,0.0017,10.0,8.0
2024-08-07,도봉구,28.4,25.6,32.1,3.5,0.0038,0.0352,0.25,0.0018,11.0,7.0
2024-08-08,도봉구,27.6,26.0,30.0,1.5,0.0063,0.0302,0.32,0.0018,16.0,11.0
2024-08-09,도봉구,28.6,24.7,33.3,0.0,0.004,0.0409,0.3,0.0019,19.0,13.0
2024-08-10,도봉구,28.5,25.7,32.1,0.0,0.0067,0.0495,0.36,0.002,24.0,18.0
2024-08-11,도봉구,28.7,26.3,32.1,0.0,0.0052,0.0461,0.37,0.002,24.0,19.0
2024-08-12,도봉구,29.6,26.4,33.1,0.0,0.0059,0.0483,0.33,0.002,22.0,17.0
2024-08-13,도봉구,30.1,26.8,35.7,0.0,0.0044,0.0425,0.29,0.002,18.0,12.0
2024-08-14,도봉구,29.9,27.4,34.8,0.0,0.0058,0.0502,0.3,0.002,16.0,12.0
2024-08-15,도봉구,28.9,26.3,34.2,0.0,0.0045,0.0432,0.27,0.002,14.0,11.0
2024-08-16,도봉구,29.2,26.0,33.3,0.0,0.0064,0.0428,0.28,0.002,14.0,10.0
2024-08-17,도봉구,29.2,26.4,34.3,0.0,0.0083,0.0526,0.33,0.002,15.0,10.0
2024-08-18,도봉구,29.3,26.8,33.2,0.0,0.0071,0.051,0.34,0.002,13.0,9.0
2024-08-19,도봉구,29.2,25.8,34.9,4.5,0.0101,0.0566,0.37,0.002,19.0,13.0
2024-08-20,도봉구,30.5,25.7,35.1,0.0,0.0087,0.0451,0.33,0.002,19.0,13.0
2024-08-21,도봉구,28.2,26.9,30.7,49.5,0.0092,0.0212,0.29,0.0019,10.0,5.0
2024-08-22,도봉구,28.5,27.3,30.0,2.0,0.0073,0.0309,0.26,0.0018,11.0,4.0
2024-08-23,도봉구,28.0,25.3,32.1,1.5,0.0088,0.071,0.38,0.0019,24.0,18.0
2024-08-24,도봉구,27.2,24.3,31.2,1.5,0.0102,0.0586,0.49,0.0019,35.0,28.0
2024-08-25,도봉구,27.5,24.3,32.4,0.0,0.0079,0.0539,0.45,0.0018,30.0,25.0
2024-08-26,도봉구,27.3,25.1,30.2,0.0,0.0108,0.0378,0.43,0.0018,29.0,21.0
2024-08-27,도봉구,25.1,22.4,29.4,0.5,0.012,0.0342,0.31,0.0018,18.0,11.0
2024-08-28,도봉구,26.7,20.7,33.5,0.0,0.0103,0.0447,0.23,0.0018,10.0,7.0
2024-08-29,도봉구,27.0,21.3,32.9,0.0,0.0085,0.0429,0.2,0.0019,8.0,4.0
2024-08-30,도봉구,27.8,23.0,34.1,0.0,0.0092,0.0412,0.22,0.0021,12.0,6.0
2024-08-31,도봉구,26.6,21.6,33.2,0.0,0.0088,0.0597,0.27,0.0022,30.0,17.0
2024-09-01,도봉구,26.3,22.5,32.6,0.0,0.0109,0.0536,0.3,0.0023,22.0,18.0
2024-09-02,도봉구,23.8,22.1,27.0,0.0,0.0146,0.0324,0.26,0.0022,16.0,11.0
2024-09-03,도봉구,26.2,21.5,33.5,0.0,0.0104,0.0457,0.16,0.002,9.0,5.0
2024-09-04,도봉구,27.3,22.4,34.4,0.0,0.0118,0.0602,0.2,0.0022,15.0,7.0
2024-09-05,도봉구,26.3,24.9,28.2,2.0,0.0114,0.0488,0.27,0.0022,24.0,14.0
2024-09-06,도봉구,24.0,22.2,25.4,0.0,0.0113,0.0279,0.27,0.002,12.0,6.0
